rental_time,place_code,place_name,rental_category,gender,age,count,exercise,carbon,travel_distance,travel_time
8,421,마포구청 앞,정기,M,40대,1,61.3,0.6,2580,14
8,413,상암월드컵파크 3단지 후문,정기,M,40대,1,44.23,0.35,1530,8
8,305,종로구청 옆,정기,M,50대,1,28.51,0.22,960,7
8,559,왕십리역 4번 출구 건너편,정기,M,60대,1,44.55,0.35,1500,7
8,578,성동세무서 부근,일일(회원),F,20대,1,66.92,0.6,2600,18
8,413,상암월드컵파크 3단지 후문,일일(회원),F,40대,1,31.84,0.31,1340,7
8,414,상암동주민센터 옆,일일(회원),M,40대,1,66.23,0.52,2230,12
9,383,신당역 12번 출구 뒤,정기,F,20대,1,25.25,0.29,1250,6
9,245,삼성생명 당산사옥 앞,정기,F,20대,1,22.01,0.25,1090,5
9,137,NH농협 신촌지점 앞,정기,F,20대,1,49.9,0.52,2250,11
9,230,영등포구청역 1번출구,정기,F,20대,1,13.86,0.16,700,2
9,358,성대입구 사거리,정기,F,30대,1,92.43,0.9,3890,32
9,406,상암월드컵파크 7단지 앞,정기,F,40대,1,40.67,0.37,1580,11
9,512,뚝섬역 1번 출구 옆,정기,M,20대,1,55.34,0.5,2150,9
9,147,마포역 4번출구 뒤,정기,M,20대,1,38.25,0.37,1610,79
9,164,북가좌1동 주민센터,정기,M,20대,1,21.78,0.1,440,5
9,166,가재울 초등학교,정기,M,20대,1,68.48,0.61,2620,14
9,175,홍연2교옆,정기,M,20대,2,216.88,1.84,7910,31
9,127,현대벤처빌 앞,정기,M,20대,1,57.82,0.46,2000,2
9,245,삼성생명 당산사옥 앞,정기,M,20대,1,12.75,0.11,460,2
9,128,신촌역(2호선) 1번출구 옆,정기,M,20대,1,28.16,0.18,790,4
9,131,증산2교,정기,M,20대,1,124.72,1.18,5080,83
9,177,북가좌 초등학교,정기,M,20대,1,21.78,0.1,440,2
9,573,구의문주차장 앞,정기,M,20대,1,115.04,0.96,4150,16
9,577,광진청소년수련관,정기,M,20대,1,36.04,0.32,1400,7
9,640,KEB하나은행 청량리역지점,정기,M,20대,1,77.22,0.75,3250,12
9,414,상암동주민센터 옆,정기,M,20대,1,15.82,0.11,470,2
9,328,탑골공원 앞,정기,M,30대,1,36.59,0.36,1540,16
9,154,마포구청역,정기,M,30대,1,43.34,0.4,1710,11
9,238,제2구민체육센타 앞,정기,M,30대,1,36.11,0.23,970,5
9,140,이화여대 후문,정기,M,30대,1,19.51,0.18,770,6
9,584,광진광장 교통섬,정기,M,30대,1,29.94,0.24,1050,18
9,415,DMC역 9번출구 앞,정기,M,30대,2,192.91,1.69,7250,9
9,307,서울역사박물관 앞,정기,M,40대,1,23.01,0.19,830,3
9,537,한양대후문역 부근,정기,M,40대,1,42.41,0.35,1530,11
9,243,이앤씨드림타워 앞,정기,M,40대,1,33.82,0.28,1220,6
9,216,삼부아파트1동 앞,정기,M,40대,1,20.59,0.15,650,4
9,415,DMC역 9번출구 앞,정기,M,40대,2,77.41,0.65,2820,13
9,326,안국역 5번출구 앞,정기,M,50대,1,28.01,0.24,1040,4
9,334,종로3가역 2번출구 뒤,정기,M,50대,1,163.72,1.5,6460,33
9,148,용강동 주민센터 앞,정기,M,60대,1,95.63,0.75,3220,39
9,124,서강대 정문 건너편,정기,M,60대,1,49.18,0.48,2070,41
9,240,문래역 4번출구 앞,정기,M,60대,1,30.89,0.28,1200,9
9,108,서교동 사거리,일일(회원),M,40대,1,170.48,1.43,6150,40
9,182,망원2빗물펌프장 앞,일일(회원),M,50대,1,143.11,1.29,5560,19
10,114,홍대입구역 8번출구 앞,정기,F,20대,1,16.34,0.17,750,4
10,610,동대문중 교차로,정기,F,20대,1,27.23,0.29,1250,7
10,191,정명학원,정기,F,20대,1,60.49,0.62,2680,14
10,906,연신내역 5번출구150M 아래,정기,F,20대,1,25.14,0.21,920,6
10,349,사직동주민센터,정기,F,30대,1,105.43,1.19,5120,40
10,171,임광빌딩 앞,정기,F,30대,1,33.26,0.39,1680,9
10,503,더샵스타시티 C동 앞,정기,F,40대,1,57.53,0.46,1990,10
10,348,독립문역 사거리,정기,M,20대,1,91.24,0.67,2880,18
10,240,문래역 4번출구 앞,정기,M,20대,1,15.44,0.14,600,3
10,822,이촌1동 마을공원,정기,M,20대,1,136.78,1.46,6280,30
10,931,역촌파출소,정기,M,20대,1,48.35,0.43,1850,11
10,224,롯데캐슬 앞,정기,M,20대,1,19.63,0.17,740,4
10,300,정동사거리,정기,M,40대,1,37.98,0.32,1370,6
10,214,금융감독원 앞,정기,M,40대,1,32.12,0.24,1040,5
10,216,삼부아파트1동 앞,정기,M,40대,1,18.02,0.15,650,7
10,416,상암월드컵파크 1단지 교차로,정기,M,40대,1,14.7,0.15,640,4
10,608,전농삼성아파트,정기,M,60대,1,53.57,0.41,1780,21
10,225,앙카라공원 앞,정기,M,70대~,1,27.44,0.23,990,14
11,111,상수역 2번출구 앞,정기,F,20대,1,134.24,1.31,5650,28
11,342,대학로 마로니에공원,정기,F,20대,1,78.25,0.57,2470,14
11,549,아차산역 3번출구,정기,F,20대,1,20.37,0.24,1050,62
11,579,마장역 4번출구,정기,F,20대,1,14.26,0.17,720,4
11,228,선유도역 3번출구 앞,정기,F,30대,1,56.85,0.61,2610,65
11,220,미성아파트 A동 앞,정기,F,30대,1,57.22,0.67,2890,15
11,370,시청역(2호선) 9번출구 뒤,정기,F,40대,1,23.09,0.26,1100,9
11,327,낙원상가 옆,정기,M,20대,1,19.66,0.17,730,3
11,338,세운스퀘어 앞,정기,M,20대,1,15.3,0.13,560,3
11,159,이대역 4번 출구,정기,M,20대,1,32.08,0.25,1080,4
11,162,봉원고가차도 밑,정기,M,20대,1,47.57,0.36,1560,6
11,639,서울시립대 후문,정기,M,20대,1,23.01,0.19,830,4
11,230,영등포구청역 1번출구,정기,M,20대,2,49.87,0.38,1620,13
11,818,숙명여대 입구 교차로,정기,M,20대,1,139.04,0.93,3990,14
11,906,연신내역 5번출구150M 아래,정기,M,20대,2,125.22,1.18,5100,56
11,359,원남동사거리,정기,M,30대,1,68.14,0.55,2390,18
11,377,서울역 4번출구 앞,정기,M,30대,1,33.56,0.26,1130,5
11,384,종로학원본원,정기,M,30대,1,66.53,0.49,2100,14
11,240,문래역 4번출구 앞,정기,M,30대,1,28.83,0.26,1120,11
11,563,성동세무서 건너편,정기,M,30대,1,19.6,0.15,660,8
11,554,아차산역 사거리,정기,M,30대,1,85.9,0.74,3190,15
11,642,신답역 사거리,정기,M,30대,1,64.39,0.63,2710,14
11,225,앙카라공원 앞,정기,M,30대,1,15.78,0.11,480,2
11,419,홈플러스 앞,정기,M,30대,1,62.79,0.35,1510,7
11,411,DMC홍보관,정기,M,30대,1,41.53,0.32,1380,8
11,311,서울광장 옆,정기,M,40대,2,111.76,0.87,3780,61
11,314,국립현대미술관,정기,M,40대,1,52.92,0.37,1610,11
11,328,탑골공원 앞,정기,M,40대,1,0.0,0.0,0,5
11,346,맥스타일 앞,정기,M,40대,1,38.8,0.33,1420,6
11,183,하늘채코오롱아파트 건너편,정기,M,40대,1,30.49,0.26,1100,5
11,271,샛강생태공원방문자센터 앞,정기,M,40대,1,28.83,0.26,1120,4
11,232,양평우림 이비즈센타 앞,정기,M,50대,1,28.71,0.29,1250,5
11,120,신수동 사거리,정기,M,60대,1,16.63,0.16,700,21
11,121,마포소방서 앞,정기,M,60대,2,37.78,0.37,1590,46
11,616,서울시립대 앞,정기,M,60대,1,114.97,0.89,3820,29
11,143,공덕역 2번출구,일일(회원),M,20대,2,76.41,0.67,2880,15
11,104,합정역 1번출구 앞,일일(회원),M,20대,1,54.13,0.47,2040,17
12,512,뚝섬역 1번 출구 옆,정기,F,20대,1,19.25,0.21,900,6
12,530,청계벽산아파트 앞,정기,F,20대,1,18.28,0.16,710,2
12,129,신촌역(2호선) 6번출구 옆,정기,F,20대,1,34.68,0.35,1510,10
12,386,올림픽기념 국민생활관 앞,정기,F,20대,1,44.28,0.49,2110,57
12,183,하늘채코오롱아파트 건너편,정기,F,20대,1,68.19,0.57,2460,42
12,558,성동광진 교육지원청 앞,정기,F,20대,1,28.91,0.34,1460,9
12,217,NH농협은행 앞,정기,F,20대,1,11.21,0.11,480,4
12,419,홈플러스 앞,정기,F,20대,1,38.33,0.41,1760,14
12,162,봉원고가차도 밑,정기,F,30대,1,33.45,0.31,1320,9
12,263,근로자회관 사거리,정기,F,30대,1,33.76,0.34,1470,16
12,643,동대문구민체육센터 (육교아래),정기,F,40대,1,43.91,0.46,1980,12
12,907,CJ 드림시티,정기,F,40대,1,60.98,0.51,2200,15
12,923,국민은행 연서지점,정기,F,40대,1,57.14,0.45,1950,13
12,334,종로3가역 2번출구 뒤,정기,F,70대~,1,67.64,0.57,2440,19
12,150,서강대역 2번출구 앞,정기,M,20대,1,18.02,0.16,700,4
12,152,마포구민체육센터 앞,정기,M,20대,1,49.9,0.32,1400,9
12,164,북가좌1동 주민센터,정기,M,20대,1,57.36,0.66,2840,12
12,133,해담는다리,정기,M,20대,1,55.72,0.47,2010,43
12,138,신촌동 제1공영주차장 앞,정기,M,20대,1,17.09,0.12,520,2
12,642,신답역 사거리,정기,M,20대,1,52.67,0.31,1330,7
12,585,성수2가1동 공영주차장 인근,정기,M,20대,1,135.39,0.61,2630,62
12,914,새절역 2번출구,정기,M,20대,1,98.53,0.74,3190,13
12,115,사루비아 빌딩 앞,정기,M,30대,1,55.49,0.52,2260,15
12,322,명동성당 앞,정기,M,30대,1,54.33,0.45,1960,12
12,142,아현역 4번출구 앞,정기,M,30대,1,71.56,0.64,2780,21
12,148,용강동 주민센터 앞,정기,M,30대,1,30.63,0.28,1190,6
12,800,목월공원 앞,정기,M,30대,1,47.4,0.4,1710,10
12,817,삼각지역 4번출구 앞,정기,M,30대,2,30.37,0.22,970,4
12,408,LG CNS앞,정기,M,30대,1,231.58,1.7,7310,28
12,416,상암월드컵파크 1단지 교차로,정기,M,30대,1,45.56,0.41,1770,52
12,312,시청역 1번출구 뒤,정기,M,40대,1,79.36,0.77,3340,15
12,326,안국역 5번출구 앞,정기,M,40대,1,20.81,0.17,730,3
12,327,낙원상가 옆,정기,M,40대,1,8.49,0.08,330,2
12,352,중앙고입구 삼거리,정기,M,40대,1,13.73,0.12,510,1
12,617,청솔우성아파트 앞,정기,M,40대,1,34.68,0.32,1390,10
12,217,NH농협은행 앞,정기,M,50대,1,271.16,2.34,10070,45
12,405,DMC빌 앞,정기,M,50대,1,233.0,1.87,8060,42
12,387,훈련원공원주차장 앞,정기,M,60대,1,32.89,0.35,1510,16
12,263,근로자회관 사거리,정기,M,60대,1,36.42,0.34,1460,15
12,343,예일빌딩(율곡로) 앞,정기,M,70대~,1,50.71,0.46,1970,15
12,338,세운스퀘어 앞,일일(회원),F,20대,1,53.86,0.63,2720,24
12,335,종로3가역 15번출구 앞,일일(회원),M,20대,2,377.21,3.27,14110,88
12,145,공덕역 5번출구,일일(회원),M,20대,1,131.81,0.87,3740,19
12,419,홈플러스 앞,일일(회원),M,30대,1,21.51,0.13,560,3
12,156,서울서부지방법원 앞,일일(회원),M,40대,1,120.86,1.01,4360,23
12,518,청계천 박물관 앞,일일(회원),M,40대,1,150.48,1.1,4750,53
13,108,서교동 사거리,정기,F,20대,1,36.59,0.39,1680,53
13,232,양평우림 이비즈센타 앞,정기,F,20대,2,120.01,0.9,3880,25
13,243,이앤씨드림타워 앞,정기,F,20대,1,181.72,1.64,7060,40
13,639,서울시립대 후문,정기,F,20대,1,25.74,0.29,1250,3
13,215,여의도고교 앞,정기,F,20대,1,26.24,0.29,1250,6
13,507,성수아이에스비즈타워 앞,정기,F,30대,1,11.23,0.15,630,3
13,311,서울광장 옆,정기,F,30대,1,13.9,0.13,540,9
13,118,광흥창역 2번출구 앞,정기,F,30대,1,19.56,0.18,760,4
13,170,가재울 뉴타운 주유소 옆,정기,F,30대,1,63.91,0.62,2690,15
13,244,영등포삼환아파트 앞,정기,F,30대,1,73.92,0.71,3060,14
13,820,청파동입구 교차로,정기,F,30대,1,43.24,0.32,1400,17
13,116,일진아이윌아파트 옆,정기,F,40대,1,125.02,1.33,5740,40
13,612,시립동부병원 앞 사거리,정기,F,40대,1,44.07,0.49,2100,12
13,402,상암월드컵파크 9단지 앞,정기,F,50대,1,15.82,0.17,740,5
13,303,광화문역 1번출구 앞,정기,M,20대,1,71.66,0.72,3120,32
13,339,종로4가 사거리,정기,M,20대,1,36.71,0.24,1030,7
13,358,성대입구 사거리,정기,M,20대,2,127.06,1.28,5520,37
13,372,약수역 3번출구 뒤,정기,M,20대,1,42.47,0.38,1650,11
13,548,자양나들목,정기,M,20대,1,0.0,0.0,0,40
13,625,답십리초등학교 앞(현대시장 옆),정기,M,20대,1,72.35,0.61,2610,11
13,639,서울시립대 후문,정기,M,20대,1,48.47,0.42,1800,23
13,586,마장동 주민센터,정기,M,20대,1,27.83,0.23,990,24
13,222,시범아파트버스정류장 옆,정기,M,20대,1,19.1,0.17,720,4
13,500,어린이대공원역 3번출구 앞,정기,M,20대,1,111.51,0.74,3200,68
13,162,봉원고가차도 밑,정기,M,30대,1,36.75,0.27,1160,4
13,175,홍연2교옆,정기,M,30대,1,111.2,0.81,3510,16
13,251,서울지방병무청 버스정류장,정기,M,30대,1,77.34,0.5,2170,11
13,576,광나루역 3번 출구,정기,M,30대,1,66.25,0.55,2390,14
13,202,국민일보 앞,정기,M,30대,1,43.07,0.34,1450,6
13,212,여의도역 1번출구 옆,정기,M,30대,1,20.24,0.16,710,4
13,111,상수역 2번출구 앞,정기,M,40대,1,72.96,0.64,2750,13
13,350,KEB 하나은행(내자동 지점) 앞,정기,M,40대,1,100.9,0.91,3920,15
13,384,종로학원본원,정기,M,40대,1,35.6,0.34,1450,9
13,616,서울시립대 앞,정기,M,40대,1,119.85,0.9,3880,17
13,219,롯데캐슬엠파이어 옆,정기,M,40대,1,51.98,0.41,1750,9
13,224,롯데캐슬 앞,정기,M,40대,1,39.64,0.36,1540,9
13,171,임광빌딩 앞,정기,M,50대,1,87.71,0.74,3210,13
13,124,서강대 정문 건너편,정기,M,60대,1,21.36,0.19,830,5
13,160,북아현동 가구거리,일일(회원),F,20대,1,85.16,0.91,3910,29
13,581,용답초등학교,일일(회원),M,20대,1,32.02,0.24,1050,3
13,639,서울시립대 후문,일일(회원),M,20대,1,51.32,0.5,2160,13
13,409,누리꿈스퀘어 옆,일일(회원),M,20대,1,81.26,0.53,2280,28
13,703,오목교역 7번출구 앞,일일(회원),M,50대,1,132.3,1.19,5140,22
13,525,한양대병원사거리,일일(2시간권),F,20대,1,234.49,2.11,9110,80
13,502,뚝섬유원지역 1번출구 앞,일일(2시간권),F,20대,1,866.41,7.81,33660,176
14,185,마포 신수공원 앞,정기,F,~10대,1,72.46,0.74,3210,33
14,117,홍은사거리,정기,F,20대,1,100.74,0.74,3180,26
14,151,망원1동주민센터,정기,F,20대,1,52.92,0.6,2570,14
14,703,오목교역 7번출구 앞,정기,F,20대,1,36.81,0.33,1430,9
14,260,여의도 마리나선착장 앞,정기,F,20대,1,60.98,0.51,2200,13
14,320,을지로입구역 4번출구 앞,정기,F,30대,1,31.92,0.29,1240,6
14,356,KT혜화지사 앞,정기,F,30대,1,15.25,0.13,550,3
14,367,독립문역 3-1번출구,정기,F,30대,1,55.8,0.54,2310,11
14,160,북아현동 가구거리,정기,F,30대,1,154.68,1.35,5830,21
14,257,신길삼거리(우리은행),정기,F,30대,1,44.02,0.4,1710,12
14,558,성동광진 교육지원청 앞,정기,F,30대,1,17.5,0.2,850,8
14,553,중곡 성원APT 앞,정기,F,40대,1,346.2,3.12,13450,56
14,414,상암동주민센터 옆,정기,F,40대,1,40.93,0.37,1590,12
14,367,독립문역 3-1번출구,정기,F,70대~,1,90.92,0.76,3280,26
14,239,유스호스텔 앞,정기,M,20대,1,19.56,0.18,760,3
14,805,문배어린이공원 앞,정기,M,20대,1,66.1,0.5,2140,35
14,634,외국어대 정문 앞,정기,M,20대,1,55.19,0.48,2080,12
14,328,탑골공원 앞,정기,M,30대,1,22.28,0.17,750,3
14,354,포르투갈 대사관 앞,정기,M,30대,2,95.05,0.79,3400,12
14,369,광화문 시민열린마당,정기,M,30대,1,64.63,0.47,2040,8
14,228,선유도역 3번출구 앞,정기,M,30대,1,22.22,0.12,510,4
14,131,증산2교,정기,M,30대,1,52.25,0.47,2030,9
14,635,시조사 앞 (청량고정문 옆),정기,M,30대,1,160.38,1.16,5000,35
14,141,연대 대운동장 옆,정기,M,30대,1,43.5,0.39,1690,11
14,419,홈플러스 앞,정기,M,30대,1,106.08,0.84,3620,27
14,508,성수아카데미타워 앞,정기,M,40대,1,105.02,0.95,4080,24
14,311,서울광장 옆,정기,M,40대,1,58.43,0.53,2270,10
14,145,공덕역 5번출구,정기,M,40대,1,22.55,0.16,670,4
14,709,신정3동 현장민원실 앞,정기,M,40대,1,46.62,0.45,1930,24
14,408,LG CNS앞,정기,M,40대,1,34.8,0.43,1870,21
14,509,이마트 버스정류소 옆,정기,M,50대,1,67.36,0.56,2430,14
14,303,광화문역 1번출구 앞,정기,M,50대,1,33.5,0.33,1410,6
14,345,서울보증보험본사 앞,정기,M,60대,1,36.83,0.29,1240,7
14,516,광진메디칼 앞,일일(회원),F,20대,1,38.92,0.42,1820,31
14,807,서울역 12번 출구 앞,일일(회원),F,20대,1,136.16,1.23,5290,44
14,200,국회의원회관,일일(회원),F,20대,1,96.96,1.07,4620,97
14,500,어린이대공원역 3번출구 앞,일일(회원),F,20대,1,30.12,0.27,1170,7
14,607,신이문역 2번출구,일일(회원),F,40대,1,135.43,1.32,5700,38
14,371,동대입구역 6번출구 뒤,일일(회원),M,20대,1,93.9,0.72,3120,28
14,418,월드컵경기장역 3번출구 옆,일일(회원),M,40대,1,226.61,1.77,7630,30
14,906,연신내역 5번출구150M 아래,일일(비회원),M,30대,2,79.28,0.71,3080,66
15,112,극동방송국 앞,정기,F,20대,1,36.81,0.39,1690,8
15,639,서울시립대 후문,정기,F,20대,2,51.63,0.52,2260,9
15,113,홍대입구역 2번출구 앞,정기,F,30대,1,55.0,0.58,2480,14
15,548,자양나들목,정기,F,30대,1,53.14,0.57,2440,23
15,563,성동세무서 건너편,정기,F,30대,1,31.22,0.19,830,4
15,219,롯데캐슬엠파이어 옆,정기,F,30대,1,43.24,0.39,1680,12
15,224,롯데캐슬 앞,정기,F,30대,2,162.16,1.46,6300,46
15,143,공덕역 2번출구,정기,F,40대,1,67.38,0.84,3620,19
15,171,임광빌딩 앞,정기,F,40대,1,29.3,0.34,1480,17
15,558,성동광진 교육지원청 앞,정기,F,40대,1,0.0,0.0,0,13
15,413,상암월드컵파크 3단지 후문,정기,F,40대,1,22.14,0.2,860,5
15,247,당산역 10번출구 앞,정기,F,50대,1,21.38,0.21,900,8
15,513,뚝섬역 5번 출구 정류소 옆,정기,M,20대,1,49.56,0.35,1490,7
15,383,신당역 12번 출구 뒤,정기,M,20대,1,35.48,0.3,1280,6
15,144,공덕역 8번출구,정기,M,20대,1,8.75,0.08,340,2
15,156,서울서부지방법원 앞,정기,M,20대,1,10.69,0.1,450,2
15,634,외국어대 정문 앞,정기,M,20대,1,46.45,0.32,1380,5
15,501,광진구의회 앞,정기,M,20대,1,54.67,0.41,1770,9
15,312,시청역 1번출구 뒤,정기,M,30대,1,200.69,1.68,7240,37
15,328,탑골공원 앞,정기,M,30대,1,38.33,0.28,1210,13
15,339,종로4가 사거리,정기,M,30대,1,109.61,0.8,3460,26
15,372,약수역 3번출구 뒤,정기,M,30대,1,0.0,0.0,0,10
15,156,서울서부지방법원 앞,정기,M,30대,1,20.59,0.19,800,5
15,165,중앙근린공원,정기,M,30대,1,80.15,0.59,2530,8
15,217,NH농협은행 앞,정기,M,30대,1,61.46,0.45,1940,9
15,410,상암중학교 옆,정기,M,30대,1,43.66,0.34,1470,7
15,340,혜화동 로터리,정기,M,40대,1,21.31,0.16,690,4
15,180,충정로역 7번출구 뒤,정기,M,40대,1,101.57,0.63,2700,17
15,546,잠실대교북단 교차로,정기,M,40대,1,38.82,0.3,1290,45
15,607,신이문역 2번출구,정기,M,40대,1,92.66,0.84,3600,19
15,211,여의도역 4번출구 옆,정기,M,40대,1,18.3,0.15,660,2
15,222,시범아파트버스정류장 옆,정기,M,40대,1,70.65,0.52,2230,17
15,311,서울광장 옆,정기,M,50대,1,26.37,0.26,1110,52
15,326,안국역 5번출구 앞,정기,M,50대,1,49.34,0.41,1780,10
15,341,혜화역 3번출구 뒤,정기,M,50대,1,24.62,0.17,740,3
15,203,국회의사당역 3번출구 옆,정기,M,50대,1,21.92,0.29,1230,7
15,308,광화문 S타워 앞,정기,M,70대~,1,40.39,0.35,1500,22
15,312,시청역 1번출구 뒤,정기,M,70대~,1,22.62,0.19,840,5
15,101,(구)합정동 주민센터,정기,M,70대~,1,48.28,0.39,1670,8
15,815,LIG강촌아파트 103동앞,일일(회원),F,20대,3,200.86,2.11,9110,84
15,501,광진구의회 앞,일일(회원),F,20대,1,125.16,1.5,6450,55
15,502,뚝섬유원지역 1번출구 앞,일일(회원),F,20대,1,139.17,1.48,6390,54
15,315,신한은행 안국역지점 옆,일일(회원),M,20대,1,95.1,0.73,3160,40
15,557,도선동 주민센터 앞,일일(회원),M,20대,1,20.24,0.17,730,3
15,567,성수역 2번출구 앞,일일(회원),M,30대,1,101.57,0.79,3420,77
15,150,서강대역 2번출구 앞,일일(비회원),F,20대,1,55.86,0.5,2170,61
15,150,서강대역 2번출구 앞,일일(비회원),M,20대,1,56.89,0.51,2210,58
15,501,광진구의회 앞,일일(비회원),M,20대,1,115.57,1.04,4490,19
16,116,일진아이윌아파트 옆,정기,F,20대,1,26.25,0.24,1020,3
16,344,성균관대 E하우스 앞,정기,F,20대,1,53.8,0.48,2090,12
16,383,신당역 12번 출구 뒤,정기,F,20대,1,75.94,0.87,3760,39
16,159,이대역 4번 출구,정기,F,20대,1,44.11,0.55,2370,19
16,243,이앤씨드림타워 앞,정기,F,20대,2,24.79,0.26,1090,8
16,820,청파동입구 교차로,정기,F,20대,1,0.0,0.0,0,2
16,933,LG서비스 역촌점,정기,F,20대,1,183.01,1.65,7110,48
16,216,삼부아파트1동 앞,정기,F,20대,1,249.16,2.65,11440,51
16,411,DMC홍보관,정기,F,20대,1,192.75,2.05,8850,41
16,380,CJ제일제당 앞,정기,F,30대,1,11.33,0.1,440,4
16,259,대방역6번출구,정기,F,30대,1,78.98,0.64,2770,14
16,602,장안동 사거리,정기,M,20대,2,88.1,0.72,3090,16
16,703,오목교역 7번출구 앞,정기,M,20대,1,66.53,0.56,2400,12
16,133,해담는다리,정기,M,20대,1,116.42,0.97,4200,21
16,558,성동광진 교육지원청 앞,정기,M,20대,1,67.18,0.61,2610,34
16,579,마장역 4번출구,정기,M,20대,2,120.03,1.01,4330,26
16,627,장안동삼거리 교통섬,정기,M,20대,1,56.04,0.37,1590,9
16,230,영등포구청역 1번출구,정기,M,20대,1,89.83,0.81,3490,20
16,217,NH농협은행 앞,정기,M,20대,1,21.49,0.19,810,6
16,402,상암월드컵파크 9단지 앞,정기,M,20대,1,27.8,0.25,1080,10
16,116,일진아이윌아파트 옆,정기,M,30대,1,33.2,0.3,1290,7
16,931,역촌파출소,정기,M,30대,1,25.23,0.23,980,4
16,207,여의나루역 1번출구 앞,정기,M,30대,1,15.96,0.14,620,3
16,107,신한은행 서교동금융센터점 앞,정기,M,30대,1,81.6,0.74,3170,48
16,322,명동성당 앞,정기,M,40대,1,25.34,0.19,810,3
16,162,봉원고가차도 밑,정기,M,40대,1,64.33,0.61,2620,24
16,539,군자교교차로,정기,M,40대,1,47.88,0.43,1860,9
16,229,양평1 보행육교 앞,정기,M,40대,1,114.55,1.05,4520,15
16,825,서빙고동 주민센터 앞,정기,M,40대,1,87.72,0.66,2840,62
16,901,응암1동사무소,정기,M,40대,1,58.45,0.38,1640,14
16,104,합정역 1번출구 앞,정기,M,40대,1,42.77,0.31,1350,33
16,107,신한은행 서교동금융센터점 앞,정기,M,40대,1,30.12,0.27,1170,49
16,115,사루비아 빌딩 앞,정기,M,50대,1,45.16,0.42,1810,11
16,113,홍대입구역 2번출구 앞,정기,M,50대,1,39.38,0.35,1530,6
16,933,LG서비스 역촌점,정기,M,70대~,1,154.32,1.0,4330,29
16,556,달맞이공원,일일(회원),F,~10대,1,230.03,2.54,10960,57
16,633,청량리 기업은행 앞,일일(회원),F,30대,1,38.71,0.42,1810,27
16,403,부엉이공원 앞,일일(회원),F,40대,1,326.96,3.55,15290,128
16,344,성균관대 E하우스 앞,일일(회원),M,20대,1,25.85,0.22,960,59
16,639,서울시립대 후문,일일(회원),M,20대,1,37.84,0.34,1470,8
16,540,군자역 7번출구 베스트샵 앞,일일(회원),M,30대,1,39.9,0.36,1550,7
16,802,한강진역 2번 출구 앞,일일(회원),M,30대,1,36.55,0.33,1420,12
16,207,여의나루역 1번출구 앞,일일(비회원),F,40대,1,170.66,1.54,6630,59
16,331,을지로2가 사거리 북측,일일(비회원),M,20대,1,202.06,1.82,7850,56
17,305,종로구청 옆,정기,F,20대,1,23.3,0.25,1070,8
17,328,탑골공원 앞,정기,F,20대,1,58.21,0.57,2450,19
17,180,충정로역 7번출구 뒤,정기,F,20대,1,21.58,0.25,1090,9
17,126,서강대 후문 옆,정기,F,20대,1,30.93,0.33,1420,7
17,196,연희교차로 인근,정기,F,20대,1,60.72,0.62,2690,15
17,135,명물길 원형무대 앞,정기,F,20대,1,63.44,0.62,2670,15
17,641,용두역 4번출구,정기,F,20대,1,15.46,0.16,710,5
17,419,홈플러스 앞,정기,F,20대,1,101.93,1.09,4680,33
17,501,광진구의회 앞,정기,F,20대,1,57.26,0.56,2410,16
17,503,더샵스타시티 C동 앞,정기,F,30대,1,21.13,0.23,970,8
17,113,홍대입구역 2번출구 앞,정기,F,30대,2,80.78,0.77,3340,27
17,143,공덕역 2번출구,정기,F,30대,1,289.58,2.61,11250,52
17,612,시립동부병원 앞 사거리,정기,F,30대,1,18.79,0.17,730,4
17,708,서울출입국관리사무소 앞,정기,F,30대,1,67.44,0.61,2620,15
17,578,성동세무서 부근,정기,F,30대,1,159.59,1.44,6200,30
17,388,동성중학교 앞,정기,F,30대,1,31.48,0.37,1590,10
17,409,누리꿈스퀘어 옆,정기,F,30대,1,25.26,0.26,1100,9
17,330,청계천 한빛광장,정기,F,40대,1,113.77,1.03,4420,28
17,229,양평1 보행육교 앞,정기,F,40대,1,275.42,2.48,10700,50
17,247,당산역 10번출구 앞,정기,F,50대,1,56.37,0.51,2190,91
17,157,애오개역 4번출구 앞,정기,F,60대,1,32.31,0.22,960,52
17,115,사루비아 빌딩 앞,정기,M,20대,1,43.72,0.32,1380,24
17,343,예일빌딩(율곡로) 앞,정기,M,20대,1,51.48,0.3,1300,6
17,349,사직동주민센터,정기,M,20대,1,121.75,1.1,4730,124
17,252,보라매역4번출구,정기,M,20대,1,27.59,0.24,1040,4
17,136,대흥동 주민센터,정기,M,20대,1,98.41,0.82,3550,60
17,230,영등포구청역 1번출구,정기,M,20대,1,97.3,0.81,3510,17
17,907,CJ 드림시티,정기,M,20대,1,44.27,0.3,1300,7
17,926,불광역 8번출구,정기,M,20대,1,34.37,0.29,1240,8
17,210,IFC몰,정기,M,20대,2,165.15,1.44,6210,42
17,417,DMC역 2번출구 옆,정기,M,20대,1,30.92,0.28,1220,5
17,300,정동사거리,정기,M,30대,1,22.34,0.21,910,4
17,345,서울보증보험본사 앞,정기,M,30대,1,43.12,0.28,1210,7
17,160,북아현동 가구거리,정기,M,30대,1,66.65,0.46,1980,7
17,257,신길삼거리(우리은행),정기,M,30대,1,66.65,0.46,1980,44
17,266,영등포청과시장 사거리,정기,M,30대,1,18.41,0.17,750,4
